P0	A	NA	NA	NA	NA	NA	NA
P1	A	NA	NA	NA	NA	NA	NA
P2	A	NA	NA	NA	NA	NA	NA
P3	A	NA	NA	NA	NA	NA	NA
P4	A	NA	NA	NA	NA	NA	NA
F1_0	A	0	2	1	0	2	1
F1_1	A	0	1	2	0	1	2
F1_2	A	0	1	2	0	2	1
F1_3	A	0	2	1	0	2	1
F1_4	A	0	1	2	0	2	1
F2_0	A	0	2	1	0	2	1
F2_1	A	0	1	2	0	2	1
F2_2	A	0	1	2	0	1	2
F2_3	A	0	2	1	0	2	1
F2_4	A	0	1	2	0	1	2
F3_0	A	0	2	1	0	1	2
F3_1	A	0	1	2	0	2	1
F3_2	A	0	2	1	0	1	2
F3_3	A	0	1	2	0	2	1
F3_4	A	0	2	1	0	1	2
